jabuka	25.8.2020	Čačak	Jabukin smotavac (Carpocapsa pomonella); Mrka trulež ploda jabuke (monilinia fructigena)
jabuka	24.8.2020	Pančevo	Jabukin smotavac (Carpocapsa pomonella); Mrka trulež ploda jabuke (monilinia fructigena)
jabuka	24.8.2020	Vrbas	Jabukin smotavac (Carpocapsa pomonella); Mrka trulež ploda jabuke (monilinia fructigena)
jabuka	24.8.2020	Pirot	Jabukin smotavac (Carpocapsa pomonella); Mrka trulež ploda jabuke (monilinia fructigena)
jabuka	24.8.2020	Leskovac	Jabukin smotavac (Carpocapsa pomonella); Mrka trulež ploda jabuke (monilinia fructigena)
jabuka	24.8.2020	Novi Sad	Jabukin smotavac (Carpocapsa pomonella); Mrka trulež ploda jabuke (monilinia fructigena)
jabuka	20.8.2020	Negotin	Jabukin smotavac (Carpocapsa pomonella); Mrka trulež ploda jabuke (monilinia fructigena)
jabuka	20.8.2020	Kragujevac	Jabukin smotavac (Carpocapsa pomonella); Mrka trulež ploda jabuke (monilinia fructigena)
jabuka	18.8.2020	Užice	Jabukin smotavac (Carpocapsa pomonella); Mrka trulež ploda jabuke (monilinia fructigena)
jabuka	14.8.2020	Kikinda	Jabukin smotavac (Carpocapsa pomonella); Mrka trulež ploda jabuke (monilinia fructigena)
jabuka	14.8.2020	Kraljevo	Jabukin smotavac (Carpocapsa pomonella); Mrka trulež ploda jabuke (monilinia fructigena)
jabuka	14.8.2020	Senta	Jabukin smotavac (Carpocapsa pomonella); Mrka trulež ploda jabuke (monilinia fructigena)
jabuka	14.8.2020	Pančevo	Jabukin smotavac (Carpocapsa pomonella)
jabuka	13.8.2020	Požarevac	Jabukin smotavac (Carpocapsa pomonella); Mrka trulež ploda jabuke (monilinia fructigena)
jabuka	13.8.2020	Zrenjanin	Jabukin smotavac (Carpocapsa pomonella); Mrka trulež ploda jabuke (monilinia fructigena)
jabuka	13.8.2020	Čačak	Jabukin smotavac (Carpocapsa pomonella); Mrka trulež ploda jabuke (monilinia fructigena); Pepelnica jabuke (podosphaera leucotricha)
jabuka	13.8.2020	Pirot	Jabukin smotavac (Carpocapsa pomonella); Mrka trulež ploda jabuke (monilinia fructigena); Pepelnica jabuke (podosphaera leucotricha)
jabuka	13.8.2020	Niš	Jabukin smotavac (Carpocapsa pomonella); Mrka trulež ploda jabuke (monilinia fructigena)
jabuka	13.8.2020	Ruma	Jabukin smotavac (Carpocapsa pomonella); Mrka trulež ploda jabuke (monilinia fructigena)
jabuka	12.8.2020	Mladenovac	Jabukin smotavac (Carpocapsa pomonella); Mrka trulež ploda jabuke (monilinia fructigena)
jabuka	12.8.2020	Subotica	Jabukin smotavac (Carpocapsa pomonella); Mrka trulež ploda jabuke (monilinia fructigena)
jabuka	12.8.2020	Sremska Mitrovica	Jabukin smotavac (Carpocapsa pomonella); Mrka trulež ploda jabuke (monilinia fructigena)
jabuka	12.8.2020	Leskovac	Jabukin smotavac (Carpocapsa pomonella); Mrka trulež ploda jabuke (monilinia fructigena)
jabuka	11.8.2020	Kruševac	Jabukin smotavac (Carpocapsa pomonella); Mrka trulež ploda jabuke (monilinia fructigena)
jabuka	11.8.2020	Vrbas	Jabukin smotavac (Carpocapsa pomonella); Mrka trulež ploda jabuke (monilinia fructigena)
jabuka	11.8.2020	Novi Sad	Jabukin smotavac (Carpocapsa pomonella); Mrka trulež ploda jabuke (monilinia fructigena)
jabuka	10.8.2020	Kragujevac	Jabukin smotavac (Carpocapsa pomonella); Pepelnica jabuke (podosphaera leucotricha)
jabuka	7.8.2020	Smederevo	Jabukin smotavac (Carpocapsa pomonella); Pepelnica jabuke (podosphaera leucotricha); Mrka trulež ploda jabuke (monilinia fructigena); Obična grinja (tetranychus urticae); Crveni voćni pauk (Panonychus ulmi)
jabuka	7.8.2020	Vranje	Jabukin smotavac (Carpocapsa pomonella); Pepelnica jabuke (podosphaera leucotricha); Mrka trulež ploda jabuke (monilinia fructigena)
jabuka	5.8.2020	Kikinda	Jabukin smotavac (Carpocapsa pomonella); Pepelnica jabuke (podosphaera leucotricha)
jabuka	4.8.2020	Jagodina	Jabukin smotavac (Carpocapsa pomonella); Pepelnica jabuke (podosphaera leucotricha)
jabuka	3.8.2020	Požarevac	Jabukin smotavac (Carpocapsa pomonella); Pepelnica jabuke (podosphaera leucotricha)
jabuka	3.8.2020	Pančevo	Jabukin smotavac (Carpocapsa pomonella); Mrka trulež ploda jabuke (monilinia fructigena)
jabuka	3.8.2020	Ruma	Jabukin smotavac (Carpocapsa pomonella)
jabuka	3.8.2020	Užice	Crveni voćni pauk (Panonychus ulmi); Jabukin smotavac (Carpocapsa pomonella); Lisne vaši u voćarskim i vinogradarskim zasadima (aphididae); Pepelnica jabuke (podosphaera leucotricha)
jabuka	3.8.2020	Sombor	Jabukin smotavac (Carpocapsa pomonella); Pepelnica jabuke (podosphaera leucotricha)
jabuka	31.7.2020	Novi Sad	Jabukin smotavac (Carpocapsa pomonella); Mrka trulež ploda jabuke (monilinia fructigena)
jabuka	31.7.2020	Vrbas	Lisne vaši u voćarskim i vinogradarskim zasadima (aphididae); Jabukin smotavac (Carpocapsa pomonella)
jabuka	29.7.2020	Zrenjanin	Jabukin smotavac (Carpocapsa pomonella); Pepelnica breskve (sphaerotheca pannosa var persicae)
jabuka	29.7.2020	Kragujevac	Jabukin smotavac (Carpocapsa pomonella); Pepelnica jabuke (podosphaera leucotricha)
jabuka	29.7.2020	Subotica	Jabukin smotavac (Carpocapsa pomonella); Pepelnica jabuke (podosphaera leucotricha)
jabuka	29.7.2020	Valjevo	Jabukin smotavac (Carpocapsa pomonella); Pepelnica jabuke (podosphaera leucotricha)
jabuka	29.7.2020	Leskovac	Jabukin smotavac (Carpocapsa pomonella); Pepelnica jabuke (podosphaera leucotricha)
jabuka	28.7.2020	Čačak	Jabukin smotavac (Carpocapsa pomonella); Pepelnica jabuke (podosphaera leucotricha); Zelena jabukina vaš (Aphis pomi)
jabuka	27.7.2020	Senta	Jabukin smotavac (Carpocapsa pomonella); Pepelnica jabuke (podosphaera leucotricha)
jabuka	24.7.2020	Niš	Pepelnica jabuke (podosphaera leucotricha); Jabukin smotavac (Carpocapsa pomonella)
jabuka	24.7.2020	Kikinda	Jabukin smotavac (Carpocapsa pomonella); Pepelnica jabuke (podosphaera leucotricha)
jabuka	23.7.2020	Požarevac	Jabukin smotavac (Carpocapsa pomonella); Pepelnica jabuke (podosphaera leucotricha)
jabuka	22.7.2020	Ruma	Pepelnica jabuke (podosphaera leucotricha); Jabukin smotavac (Carpocapsa pomonella)
jabuka	22.7.2020	Vranje	Jabukin smotavac (Carpocapsa pomonella); Pepelnica jabuke (podosphaera leucotricha)
jabuka	22.7.2020	Smederevo	Jabukin smotavac (Carpocapsa pomonella); Pepelnica jabuke (podosphaera leucotricha)
jabuka	21.7.2020	Sombor	Jabukin smotavac (Carpocapsa pomonella); Pepelnica jabuke (podosphaera leucotricha)
jabuka	20.7.2020	Pančevo	Jabukin smotavac (Carpocapsa pomonella); Pepelnica jabuke (podosphaera leucotricha)
jabuka	20.7.2020	Vrbas	Lisne vaši u voćarskim i vinogradarskim zasadima (aphididae); Jabukin smotavac (Carpocapsa pomonella); Pepelnica jabuke (podosphaera leucotricha)
jabuka	20.7.2020	Novi Sad	Jabukin smotavac (Carpocapsa pomonella); Pepelnica jabuke (podosphaera leucotricha)
jabuka	20.7.2020	Užice	Jabukin smotavac (Carpocapsa pomonella); Pepelnica jabuke (podosphaera leucotricha)
jabuka	18.7.2020	Kruševac	Jabukin smotavac (Carpocapsa pomonella); Pepelnica jabuke (podosphaera leucotricha)
jabuka	17.7.2020	Vršac	Jabukin smotavac (Carpocapsa pomonella); Pepelnica jabuke (podosphaera leucotricha)
jabuka	17.7.2020	Kraljevo	Jabukin smotavac (Carpocapsa pomonella); Pepelnica jabuke (podosphaera leucotricha)
jabuka	16.7.2020	Kragujevac	Jabukin smotavac (Carpocapsa pomonella); Pepelnica jabuke (podosphaera leucotricha)
jabuka	16.7.2020	Sremska Mitrovica	Jabukin smotavac (Carpocapsa pomonella); Pepelnica jabuke (podosphaera leucotricha)
jabuka	16.7.2020	Jagodina	Pepelnica jabuke (podosphaera leucotricha); Jabukin smotavac (Carpocapsa pomonella)
jabuka	15.7.2020	Pirot	Jabukin smotavac (Carpocapsa pomonella); Pepelnica jabuke (podosphaera leucotricha)
jabuka	15.7.2020	Smederevo	Jabukin smotavac (Carpocapsa pomonella); Pepelnica jabuke (podosphaera leucotricha)
jabuka	15.7.2020	Čačak	Jabukin smotavac (Carpocapsa pomonella); Pepelnica jabuke (podosphaera leucotricha)
jabuka	15.7.2020	Leskovac	Jabukin smotavac (Carpocapsa pomonella); Pepelnica jabuke (podosphaera leucotricha)
jabuka	14.7.2020	Zrenjanin	Jabukin smotavac (Carpocapsa pomonella); Pepelnica jabuke (podosphaera leucotricha)
jabuka	14.7.2020	Niš	Jabukin smotavac (Carpocapsa pomonella); Pepelnica jabuke (podosphaera leucotricha)
jabuka	13.7.2020	Kikinda	Jabukin smotavac (Carpocapsa pomonella); Pepelnica jabuke (podosphaera leucotricha)
jabuka	13.7.2020	Užice	Pepelnica jabuke (podosphaera leucotricha); Jabukin smotavac (Carpocapsa pomonella)
jabuka	10.7.2020	Ruma	Jabukin smotavac (Carpocapsa pomonella); Pepelnica jabuke (podosphaera leucotricha)
jabuka	10.7.2020	Senta	Jabukin smotavac (Carpocapsa pomonella); Pepelnica jabuke (podosphaera leucotricha)
jabuka	9.7.2020	Subotica	Jabukin smotavac (Carpocapsa pomonella); Pepelnica jabuke (podosphaera leucotricha)
jabuka	9.7.2020	Vrbas	Jabukin smotavac (Carpocapsa pomonella); Pepelnica jabuke (podosphaera leucotricha)
jabuka	8.7.2020	Pančevo	Jabukin smotavac (Carpocapsa pomonella); Crveni voćni pauk (Panonychus ulmi); Obična grinja (tetranychus urticae); Pepelnica jabuke (podosphaera leucotricha)
jabuka	8.7.2020	Novi Sad	Jabukin smotavac (Carpocapsa pomonella); Pepelnica jabuke (podosphaera leucotricha)
